idx,review_id,title_clean,text_clean,rating,sentiment_class,date,year,month,quarter,period,trip_type,reviewer_type,reviewer_name,word_count,like_count,has_images,image_count,image_urls,has_sacred_content,has_ritual,has_actor,has_space,has_spiritual,has_festival,has_rule,language,is_translated,original_language,review_link
1601,355437341,lacks gud mgmt of temple,"lacks gud mgmt of temple. if it rains everything gets messy, however, Darshan is some how managed well, cleanliness should be addressed with top priority.",2,negative,2016-03-14,2016,3,1,growth_period,solo,mixed,qfit,25,0,False,0,,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r355437341-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1602,355432431,Imbuement of Hindu religion,"Love this temple, very surprise with what you can see here. The rituals, the landscape, the architecture are all memorable.",5,positive,2016-03-14,2016,3,1,growth_period,friends,likely_tourist,Luyen P,20,1,False,0,,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r355432431-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1603,355431690,a must for all Hindus to visit,Got there at Aarti time. Amazing feeling when you visit one of the 4 'dhaams'. Would recommend highly,5,positive,2016-03-14,2016,3,1,growth_period,business,likely_tourist,SanjivM,18,1,False,0,,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r355431690-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1604,355926738,Just ok,The temples are beautiful but over priced 1000 Rs. The smell is not for everyone. The view is from the other side of the river and very impressive.,2,negative,2016-03-15,2016,3,1,growth_period,couples,likely_tourist,kiti,28,0,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r355926738-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1605,355635867,very beautiful,"love this place ,very impressive to see that that temple was build almost 200 yr ago. i want to go nepal again only for this place .",5,positive,2016-03-15,2016,3,1,growth_period,couples,likely_tourist,davidbell187,27,1,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r355635867-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1606,355490987,Old temple,"Old temple are visited for their pilgrimage value .and for Hindus Pashupatinath is no less a pilgrimage . It is a nice and big temple of Mahadev . The shiv ling temple is open from all four sides People say that all the four doors are opened rarely but when we visited all the four doors of the shiv ling were open so could see the shiv ling from all directions.The temple is having sprawling area .There are many small temples in the area which reminds me of Jagannath Puri,Orissa. There is a space were 84 shiv lings are build and passage is made so that devotee can touch all shiv lings. People adore this place. No photos allowed inside the temple .",4,positive,2016-03-15,2016,3,1,growth_period,couples,likely_tourist,prerna62,123,1,True,1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/98/2e/da/pashupatinath-temple.jpg,True,False,True,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r355490987-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1607,355512059,Spiritual satisfaction,"Visiting Pashupatinath will be a great experience, especially at evenings. The environment and atmosphere driven by everyone worshiping god, the lighting and passion of devotees are worthwhile to stop for a spiritually satisfied mind.",5,positive,2016-03-15,2016,3,1,growth_period,friends,likely_tourist,Tisarajbhandari,34,2,False,0,,True,True,True,False,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r355512059-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1608,355564286,Fascinating temple with crematoria,Very interesting place where you can experience how close is from life to death. Burning corps and mourning families are not for everybody though. No tourists when I've been visiting (March). Some local guides will try to show you around. Interesting but pricey if you don't agree pricing in advance. The entrance fee was 10$ which is expensive anyway.,4,positive,2016-03-15,2016,3,1,growth_period,solo,mixed,Magdalena B,59,0,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r355564286-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1609,356052692,Lacks solemnity...,"The river was dry and there was largely a dusty haze. Worshippers everywhere, but I felt there was something lacking in this temple. It could be a very subjective opinion of mine.",1,negative,2016-03-16,2016,3,1,growth_period,business,likely_tourist,Gopinath P,32,0,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r356052692-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1610,356415771,Privilege to see,"I would highly recommend visiting this temple. Very interesting and an amazing insight into the Hindu culture, albeit emotional. Only negative is the scabby monkeys that are everywhere.",5,positive,2016-03-17,2016,3,1,growth_period,friends,likely_tourist,Fiona W,28,1,False,0,,True,False,True,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r356415771-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1611,356528725,Pashupatinath Temple,"Pashupatinath is a Hindu temple on the banks of the Bagmati river in Deopatan, a village 3 km northwest of Kathmandu. It is dedicated to a manifestation of Shiva called Pashupati (Lord of Animals). It attracts thousands of pilgrims each year and has become well known far beyond the Kathmandu Valley. The temple is barred to non-Hindus, but a good view of the temple can be had from the opposite bank of the river.",5,positive,2016-03-18,2016,3,1,growth_period,friends,likely_tourist,Ramesh T,74,1,False,0,,True,False,True,True,False,False,True,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r356528725-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1612,356656775,Interesting for me,"On my 2nd day of trip..i havent planned anything because i wasnt expected that kathmandu is a big city..luckly my local nepali friend helped and bring me to this place..im so luckly because alot of people thought im nepali because i can speak nepali & face like ""tamang""..so i just walk inside..for me, its a very different way of hindu religious..especially those member who pass away..i dont dare to take picture because its really disrespect when taking pics during people pass away..anyway, when i go up the stairs,i saw cute small monkeys too.. So my tips: *Learn nepali language (unless u have nepali face & local nepali friend, u will be safe) *ignore and dont give money to the beggers on the street and stair. *wear mask always because of pollution *for those who come from asia country, please wear 1 thick cloth only because it will be cold for asian people",3,neutral,2016-03-18,2016,3,1,growth_period,friends,likely_tourist,yui lim,152,1,False,0,,True,False,True,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r356656775-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1613,356690114,Excellent place,ambience of the place is just awsome ...gives you an ancient/historical/divine/mixed architectural vibes .,4,positive,2016-03-18,2016,3,1,growth_period,solo,mixed,pradeeppaul1,14,1,False,0,,True,False,False,False,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r356690114-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1614,356700128,Heaven of Earth,"The place of Shiva! The magical heaven! Spiritual Blessing! Clean, peaceful, calm... The tourist are allowed to sit and watch the burning cremation, sitting across the river under the trees and small shiva stupa temples. For all hindu's, it's definitely the gate way to heaven.",5,positive,2016-03-18,2016,3,1,growth_period,family,likely_pilgrim,Leongaurav,45,2,False,0,,True,True,False,False,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r356700128-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1615,356931118,"Really interesting, but be prepared to be hassled.","Initially, I was having a good time, walking around and enjoying the atmosphere of worship, but I had an issue with the number of people pestering you to let them give you a tour. We had a guy latch himself onto us, and refuse to leave, telling us random things about the history of the place and the nature of the worship, although we politely rebuffed him numerous times. It kind of took the pleasure out of the experience for me, but by no means should it deter anyone from visiting. It's a very interesting experience, just be aware that you might have to be very firm with some prospective 'tour guides'.",3,neutral,2016-03-19,2016,3,1,growth_period,friends,likely_tourist,MeanderingMustard,112,0,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r356931118-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1616,357190120,Visiting the temples during funerals,This place has a deep spiritual connection and witnessing the funerals and burning of those who have past was certainly a different experience. The guides are very pushy and wont actually leave you alone even if you tell them that your not interested. The guides and people demand a lot of money and make you feel very uncomfortable. They will force you to pose with temple men and charge in excess of a thousand to have a photo taken. I have been there once and would not be in a rush to return there are more temples in Kathmandu that are beautiful and have a nice welcoming vibe to them. Not a place I would fully recommend unless your able to say no to a guide quiet forcible and have them actually listen and not block your path and harasses you until you agree.,2,negative,2016-03-20,2016,3,1,growth_period,couples,likely_tourist,Kendell P,144,1,False,0,,True,True,False,False,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r357190120-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1617,357112947,"An wonderful place on any day, overwhelming on Maha Shivaratri","I was one of 1.2 million people to visit Pashupatinath on the day of Maha Shivaratri, that it wwas a full-on experience is an understatement. Walking from central Kathmandu along Pashupatinath road was an unusual experience in itself because there were very few vehicles around and as I got closer, none at all because the road was closed. The silence during rush hour was a little unsettling in itself as was the stream of people heading solemnly in the same direction rather than the usual early morning energy from commuters and people opening their businesses. As I crossed the rise at the ring road the atmosphere and noise changed; in front of me were tens of thousands of people, many queuing patiently in the already long lines to get into the main temple (Hindus only), others milling around seeing what the street sellers had to offer (food, clothes, watches, household goods and no doubt more) and buying candy floss and balloons sold ny young boys (exclusively, I don't know why) who skilfully sought out those interested in making a purchase. There were just too many people by the main entrance so I headed to the first bridge and crossed the river to enter the site (not that I was evading the 1000 rupee entrance fee, I was told there was no charge on this day). lots of other people, the majority Nepalis, were doing this too. We had to pass by an open sewer depositing raw sewage into the holy Bagmati. A few minutes later I reached the first of the many small shrines to Shiva where his adherents, the Saddhus had set up camp and were offering blessings to pilgrims and selling cannabis. Some 7000 Saddhus were reported to be present most of whom smoked weed which is a gift from Lord Shiva and a key aspect of worship.. There was a heady smell wherever I went. The authorities had warned non-Saddhus not to buy or smoke the stuff and although there many police, armed policed force and army personnel around (another big number - 12000 in total reportedly) there were plenty of people, mainly young men who were openly partaking with no action by the authorities it seemed to me. I watched proceedings from the the other side of the river to the cremation ghats (I didnlt see any) for a while to escape the hustle and bustle for a while. Watching proceedings merely entailed several queues moving very slowly into the main temple but only the top tier of the pagoda is visible anyway. The queues were marshalled quite strictly with people who tried to jump in given short shrift and by that I mean handled roughly. (On the way out I saw one guy attempt to enter by an exit only to be floored by a rifle butt to the chest.) I moved on to the temples at the top of the hill hoping to get away from the dense crowds but this was a forlorn hope; it was as busy as near the river. Saddhus lined the steps offering blessings for a price. I bought a snack at the top only to regret it when I was surrounded by dozens of monkeys. I gave vegetable pakoda up causing quite a squabble. The residents of the deer park were also very skittish if not spooked by the occasion - they are usually calm. On the way out via the main entrance there were lots of social service organisations offering medical care, food and water to the pilgrims and the invitations were so warm and determined they were difficult to turn down. Entertainment of all kinds was available outside the sacred site including fairground rides, music and dancing. I left after three hours or so and the intensity of the crowds and noise had increased since the early morning and it was something of a relief to leave Pashupatinath and its devotees behind and find a cafe for a cup of restorative tea. Pashupatinath is a wonderful lace to visit at any time because it embodies and reflects the Nepali Hindu culture. It's turned up to 11 for Maha Shivaratri. It takes place towards the end of February to early March, in 2017 it's on 24th February. If you are in Kathmandu, don't miss it.",5,positive,2016-03-20,2016,3,1,growth_period,solo,mixed,scoodly,718,2,False,0,,True,True,True,True,True,True,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r357112947-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1618,357122950,Interesting but not for the faint-hearted,"Personally I did not enjoy visiting this place but I know others do. The smell can be nauseating and it's very dusty when the wind blows across the river. There are normally several cremations going on, across the river, at the same time. It's all very respectful but I really didn't like being there.",3,neutral,2016-03-20,2016,3,1,growth_period,solo,mixed,annepharm8,54,0,False,0,,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r357122950-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1619,357227094,Soothing,I have visited nepal three times earlier on business but never got the opportunity to see this historical temple. Feeling blessed to have visited the temple just before evening reopening at five p.m. I visited on a day when fellow tourists were less. The experience cannot be described in words. Especially the maze with numerous shivalingam is a surreal experience.,5,positive,2016-03-21,2016,3,1,growth_period,business,likely_tourist,Nimi,60,1,True,2,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/a7/95/e3/dsc-1006-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/a7/95/e4/dsc-1016-largejpg.jpg,True,False,False,True,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r357227094-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1620,357393559,Not a great tourist attraction but such an important site,"Pashupatinath is a very holy temple by a polluted river (as usual in this part of the world sadly) where devout Hindu's cremate their loved ones. Considering non-Hindus cannot enter the temple itself, the Rs.1,000 fee to enter the grounds is quite steep (unless you are a Hindu visitor I guess) but I actually understand that to some extent this is a place for deeply sombre occasions so perhaps it is a deliberately high fee to restrict numbers getting too huge. Nevertheless what you get for your ticket is access to the side of the river and to some sections where worshippers burn bundles of paper. By the river you may witness a funeral and it feels a bit voyeuristic. There's nothing to stop you taking photographs of a woman wailing at her late husband's funeral (albeit from a reasonable distance) but do you really want to be that person? That said, there was a boy selling candyfloss to some of the non-funeral visitors so make up your own opinion. Surrounding this temple are people with probably some of the most photogenic outfits in Nepal. Many of which may be dressed so in order to solicit tourists to pay to photograph them. I don't know if this is just something extra on the side for them or if they dress purely for this purpose. By the look of their waistline I suspect it is the latter. And that's pretty much it. It's not a big site. And surrounding the temple grounds are the usual tourist predators. Someone will slap a dot on your forehead and then expect you to give them money. I avoided my encounter with a Matrix-like duck backwards. To be honest I didn't really enjoy my visit. It is one of those things you HAVE to do when you visit Kathmandu. Tight lipped travellers with baggy clothed trousers will point to their guidebooks and insist that you're wasting your valuable time in Kathmandu if you don't visit and ""you've flown half way across the world"". Personally I'd rather visit a bar and find some locals to chat with. Then the tight lipped ones will return stressed and sweaty. The red dot on their forehead will show you they've been liberated of a couple of extra dollars and mark them out as targets for vendors for the rest of the day. Kathmandu is actually pretty laid back and tourists don't generally get hounded. This place is a bit of an exception. Visit. If you must.",3,neutral,2016-03-21,2016,3,1,growth_period,friends,likely_tourist,benj,417,0,True,4,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/a8/bf/33/ladies-hanging-about.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/a8/bf/3b/hindu-worshipers-burn.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/a8/bf/4a/more-burnt-offerings.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/a8/bf/6e/a-funeral-in-the-distance.jpg,True,False,False,False,False,False,True,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r357393559-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1621,358325375,Nepal's No. 1 Hindu Religious destination,"Worth a visit, even tho' Nepal's new constitution no longer considers it to be a Hindu nation. There's a lot going around Pashupatinath: open cremations; frolicking monkeys who are always looking for a bite to eat; to avoid this don't carry anything edible. On the burning ghats - cremation platforms - there is always someone being cremated. Poignant scenes and, some quite gruesome to watch.",5,positive,2016-03-24,2016,3,1,growth_period,friends,likely_tourist,Gunraj S,65,0,False,0,,True,True,True,True,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r358325375-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1622,358349566,The holy place,"The only holy place in earth for Hindus after kashi, the holy temple located be side of river bagmati and river also holy for Hindu,and for tourist can understand how devoted by Hindu. Just say jai sambho.",5,positive,2016-03-24,2016,3,1,growth_period,couples,likely_tourist,D G,37,1,False,0,,True,False,False,True,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r358349566-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1623,358901725,Great,"its a great place. very old temple, many monkey around you for see food. its not far from Kathmandu city center (Thamel). There have HIndu Religion funeral ( born dead body electric way). This temple is bank of Bagmati River. Recommend if you travel Nepal.",4,positive,2016-03-26,2016,3,1,growth_period,solo,mixed,Mehedi,45,0,False,0,,True,False,True,True,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r358901725-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1624,359322324,Truly divine to watch the Arathi,It was a monday and i was told the best time go in the evening between 6 and 7. Reached the gate to see walls in ruins after the earquake of 2015. But the air and the chime of temple bells simlpy was divine enough to rush in. As you enter the amazing 25feet bronze Nandi rests right in front . Pass thru and up the stairs and its was a blessing to see all the 4 doors open of Mahadevs inner chamber..wont forget the moment and amazing feeling.,5,positive,2016-03-28,2016,3,1,growth_period,solo,mixed,Rajesh K,89,0,True,8,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ba/9e/c2/20160328-184322-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ba/9e/c3/20160328-184540-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ba/9e/c4/20160328-184724-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ba/9e/c5/20160328-184736-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ba/9e/c6/20160328-184814-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ba/9e/c7/20160328-184852-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ba/9e/c8/20160328-184942-largejpg.jpg|https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/ba/9e/c9/20160328-184931-largejpg.jpg,True,False,False,False,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r359322324-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1625,359344287,Don't pass this by..,"This was an amazing surprise! Alluring and striking! The grounds are extensive be prepared to walk them, it's well worth it!",5,positive,2016-03-28,2016,3,1,growth_period,solo,mixed,Dawnell J A,21,0,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r359344287-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1626,359748635,Er what? I paid 6 for a temple I can't go in...,"I only wanted to go to the Crematoria and thats what I did, I didn't really see much of the temple grounds at all, certainly not 1000Npr worth! I was told i could go anywhere so I did (except the temple, oh and the army bit) I went and watched a few baby funerals and then a few full size adults, because I'm interested in that and it was fascinating, very. I ended up with a front row seat in fact, at one point all the mourners (there's not actually much mourning going on except by perhaps the main relative) moved themselves around me accidentally whilst they talked business as they moved away from the burning body I was completely in the middle of them all, nobody minded in the slightest. If you're not sure of how to behave at a funeral then i wouldn't recommend going in close but if you have some genuine compassion then go take look. I wonder if people on the other side of the river don't pay if they arrive from that side.",2,negative,2016-03-29,2016,3,1,growth_period,solo,mixed,Pinheadplanet,179,1,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r359748635-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1627,359765940,Teaches one a lot,"This is probably one of the places in Kathmandu that is most striking. Since there are so many dead people burning there, it definitely challenges once perceptions of death. However death in Nepal is looked at differently, it is just the in-between step to another incarntion. Burning the dead, according to the numerous rules and rituals, is very captivating and striking to see. Defintely dicates a lot of respect and appreciation. The only thing that disappointed me were the saddhus over there. Anyone that has at least a simple idea about saddhus knows that they are rather solitary, very serious practitioners actually, not approaching other people lightly. The saddhus we saw at Pashupatinath are attractions. They approached right away with offers to take a photo with them or asking for money directly. Saddhus are normally considered very holy men, so for me, it was a bit disappointing to see these ""saddhus"" creating a very misinformed image. Hopefully in some of the many caves around Pashupatinath, there are some practicing ones too.",4,positive,2016-03-29,2016,3,1,growth_period,couples,likely_tourist,Deni,171,0,False,0,,True,True,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r359765940-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1628,359978489,Highlight of Kathmandu,"I've been to almost every must-go history attractions in Kathmandu but Pashupatinath can be the most interesting one. The ticket entrance is more expensive than any other place in Nepal and the main temple is not allowed for non-Muslim. However, we have unforgettable half day walking around here and listen to a local guy explaining about the circle of life. The highlight part of the temple, must be, to me, is the cremation where you can see people burn the dead bodies in the river.",5,positive,2016-03-30,2016,3,1,growth_period,couples,likely_tourist,Phương M,85,0,False,0,,True,True,False,False,False,False,True,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r359978489-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1629,360243343,Most important Hindu temple in Nepal,"Not only is this the most important Hindu temple in Nepal, but it's one of the most important Shiva temples on the subcontinent and draws devotees from all over India. Colorful place, you'll enjoy the numerous monkeys. Not well maintained, but still impressive. The holy men are ""worth the price of admission."" Plan on giving them at least 50 rupees if you want to take their picture, and you will.",5,positive,2016-03-30,2016,3,1,growth_period,solo,mixed,Rob S,70,0,False,0,,True,False,True,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r360243343-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1630,360311246,Mecca of Hindus,"It was 1997 when I first visited Nepal. A bunch of my relatives are settled there in and around Birganj, Nepal Ganj, Pokhra, Biraatnagar, Raxaul and Kathmandu. My parents joined me the second time and we happened to be there just 5 days prior to the massive earthquake that devastated Kathmandu totally. Pashupatinath is one of the greatest Hindu temples in Nepal. It is one of the World Heritage site as well. The view of Pashupatinath from the Kailash Danda was really amazing. It was great visiting this place. It is quiet similar to the Kashi Vishwanath temple of Varanasi in India but on a smaller scale. Unlike Varanasi they allow you to take pictures here. The burial ground in the vicinity adds a touch of difference out here, however post the quake things now have a very different picture.",4,positive,2016-03-31,2016,3,1,growth_period,friends,likely_tourist,Sachin0408,140,0,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r360311246-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1631,360302171,Pious temple with great energy,This temple is one of the Jyotirlingas and everyone must visit this temple as it has great energy In the main temple as well as the Bhairarnath temple.,5,positive,2016-03-31,2016,3,1,growth_period,family,likely_pilgrim,Drpragna,28,0,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r360302171-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1632,360701467,Burial site,This is where you go to watch the dead being burned as per local traditions. Beware of the strong smell and smoke.,5,positive,2016-04-01,2016,4,2,growth_period,,likely_tourist,Mirella S,22,0,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r360701467-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1633,360578597,Serene and,"The Nearest landmark for the temple is Gowshala with the best time to visit being around sunset. This is definitely a place worth a visit. The entire aura is quite electric and there is a peace that is undefinable. There are some restrictions based on the religion practices. For e.g. Only Hindus and Buddhists are allowed in the Sanctum Sanctorum. Photography is prohibited in the temple compound and is enforced. Shoe Stands and Potable Water are available. The Aarti of the river in the evening is amazing. You may be surprised by the monkeys' 'playfulness', but they are harmless,",4,positive,2016-04-01,2016,4,2,growth_period,solo,mixed,bablish j,99,0,False,0,,True,True,True,True,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r360578597-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1634,360691319,Fascinating but beware the funeral pyres,"Walking to the Pashupati entrance is an experience in itself. The way we went was through a mass of crowds thronging a street market. Monkeys walked along the stall roofs and the power lines. 1000 rupees gets visitors into the temple area but only Hindus can go into the main temple. There is plenty to see - from the buildings themselves to the monkeys, the Sadhus (Hindu priests) and, not least, funeral pyres. The temple sits on the banks of a river that flows, eventually, into the Ganges. So, the Hindus build their funeral pyres on the bank and scatter the ashes onto the water. Be prepared for clouds of pungent smoke issuing from these fires. And, if you want a photo with the colourful, seemingly eccentric Sadhus, be prepared to pay.",4,positive,2016-04-01,2016,4,2,growth_period,friends,likely_tourist,Melakki,132,0,False,0,,True,False,True,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r360691319-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1635,361114957,"good temple, very poor maintenance",the architecture of the temple was very nice but the temple maintenance is very poor- floors were very dirty. Crowd was a bit loud and unruly- not dangerous in any way but just spoils the experience.,3,neutral,2016-04-03,2016,4,2,growth_period,couples,likely_tourist,Meera M,36,0,False,0,,False,False,False,False,False,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r361114957-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
1636,361928375,Definitely should be on your list of Kathmandu sights to see,"As one of the most sacred Hindu temples in the world, it's definitely a place to visit whilst in Kathmandu. Entry is 1000 rupees, so one of the more expensive temples to visit. You WILL be inundated with 'guides' who will accompany you around the temple and explain the significance of the temple/carvings/paintings/architecture. You may try to escape them but they will loiter after you until you pointedly tell them 'no'. That being said, they are rather handy with providing you with a route around the grounds and for taking tourist pics for you. The cremation pyres lining the river Bagmati, which is rather dirty, are in regular use. The day we went to visit there were three cremations. There is something rather... unsettling about being a tourist and witnessing a widow's grief at cremating her husband, all the while watching other tourists snapping furious pictures with over-sized Canon cameras. Brightly coloured and well-humoured Sadhus can be found and they're happy to take a picture with tourists, for a price. Around 100 rupees to take pictures with them. Don't be cheap and take pictures from a distance, fork over your 100 rupees. The monkeys that lurk around the temple are harmless and certainly less frightening than the hawkers that lurk at the entrance to the temple (and they WILL follow you to the car park!!) All in all, it's a holy site threshed with tourist features. Go see it.",4,positive,2016-04-05,2016,4,2,growth_period,friends,likely_tourist,silver_crowe,239,0,False,0,,True,True,True,True,True,False,False,en,False,en,https://www.tripadvisor.com/ShowUserReviews-g293890-d310712-r361928375-Pashupatinath_Temple-Kathmandu_Kathmandu_Valley_Bagmati_Zone_Central_Region.html
